nnz_grid,proposed_solve_time,l0bnb_solve_time,omp_solve_time,lasso_solve_time,enet_solve_time,proposed_f1_score,l0bnb_f1_score,omp_f1_score,lasso_f1_score,enet_f1_score,proposed_train_error,l0bnb_train_error,omp_train_error,lasso_train_error,enet_train_error,proposed_test_error,l0bnb_test_error,omp_test_error,lasso_test_error,enet_test_error
0,0.0485469477517262,0.4156092779976981,0.0009649549211774554,0.02523643037547236,0.011847972869873047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.04425370693206787,1.5042280117670694,0.0009649549211774554,0.030743157863616942,0.011847972869873047,0.08484848484848483,0.08484848484848483,0.10389610389610388,0.1,0.0,0.7893774687838976,0.7893774687838976,1.0,0.7907027175571465,1.0,0.9180491507157024,0.9180491507157024,1.0,0.9340166267400252,1.0
2,0.22251046937087487,8.876497436452794,0.0012158666338239396,0.03498087988959418,0.011847972869873047,0.18390804597701152,0.18390804597701152,0.18571428571428575,0.17592592592592593,0.0,0.646820976492159,0.646820976492159,0.8169721433731378,0.6582406946371298,1.0,0.8536419834380214,0.8536419834380214,0.938304752797309,0.8143459618725393,1.0
3,4.437450186959628,21.664140892028808,0.0014265673501150948,0.03798364400863648,0.011847972869873047,0.2917771883289124,0.2917771883289124,0.2637362637362637,0.2846153846153846,0.0,0.5351164925878267,0.5351164925878267,0.6810324848502958,0.5784502482079762,1.0,0.7903844819412782,0.7903844819412782,0.8652872010626094,0.7687305422264521,1.0
4,4.273120136821973,49.18064530193806,0.0016440459660121373,0.041870284080505374,0.011847972869873047,0.3529411764705882,0.3529411764705882,0.33061224489795915,0.3857142857142857,0.0,0.4248432460139597,0.4248432460139597,0.5632126542359189,0.53281940946627,1.0,0.7222450449910706,0.7222450449910706,0.7799756279664417,0.6574220182610349,1.0
5,4.008246458493746,60.99866769624793,0.0018601621900285992,0.04059809796950396,0.011847972869873047,0.4307692307692308,0.4307692307692308,0.4000000000000001,0.35294117647058826,0.0,0.3715076486554917,0.3715076486554917,0.47372320583724653,0.4586794865469069,1.0,0.6416235842167013,0.6416235842167013,0.6995873882487209,0.6756244419981033,1.0
6,7.7888039413251375,68.7159596751718,0.0020855835505894254,0.04455377260843913,0.011847972869873047,0.5394736842105263,0.5394736842105263,0.4642857142857143,0.48333333333333334,0.0,0.3019648206674834,0.3019648206674834,0.38902368495544487,0.38473094371239247,1.0,0.5244256247943194,0.5244256247943194,0.6137338978462908,0.64859362053328,1.0
7,7.1158599853515625,55.676450512625955,0.002322312763759068,0.04690159161885579,0.011847972869873047,0.5798319327731091,0.5798319327731091,0.5210084033613445,0.4235294117647059,0.0,0.25618453423977317,0.25618453423977317,0.32070496337282267,0.3424159542356221,1.0,0.42950449860941775,0.42950449860941775,0.5247039113443746,0.5690048881550182,1.0
8,7.710810950824192,38.20273850180886,0.0025849478585379462,0.054100641837486856,0.011847972869873047,0.619047619047619,0.619047619047619,0.5682539682539681,0.47008547008547014,0.0,0.2012937654216173,0.2012937654216173,0.2593119789715117,0.30230406193559534,1.0,0.3802525069738035,0.3802525069738035,0.43407872141342513,0.507926928232292,1.0
9,9.13121949998956,26.320752484457834,0.002845369066510882,0.050511515140533446,0.011847972869873047,0.7202216066481996,0.7202216066481996,0.6165413533834586,0.46842105263157896,0.0,0.1587339339805681,0.1587339339805681,0.2042708581625579,0.2902149254961824,1.0,0.2789337357333648,0.2789337357333648,0.3255028290396901,0.5029031907967565,1.0
10,3.9545232098678063,40.264238119125366,0.0031173229217529297,0.048440357049306236,0.011847972869873047,0.8551724137931034,0.8551724137931034,0.6628571428571429,0.5833333333333334,0.4666666666666666,0.09928512586740948,0.09928512586740948,0.15059392246961378,0.20940714969119958,1.0,0.15455188561218325,0.15455188561218325,0.2182654288039598,0.35552857019771367,1.0
11,0.7227517233954536,9.688772042592367,0.003412771224975586,0.05500304698944092,0.023825963338216147,0.7971781305114639,0.7971781305114639,0.6639455782312925,0.5892857142857142,0.5079365079365079,0.10039179144356743,0.10039179144356743,0.1278677772665431,0.20467515956731447,1.0,0.1580464930083959,0.1580464930083959,0.19758398061951388,0.3444522143820194,0.9030115940288723
12,2.405883717536926,17.42347266123845,0.0037149293082101003,0.06225677331288656,0.018944740295410156,0.7681818181818181,0.7681818181818181,0.6441558441558441,0.5505050505050505,0.5454545454545454,0.09330517836194818,0.09330517836194818,0.11666291379195591,0.18255046486492235,0.6026981244242379,0.1516425716353891,0.1516425716353891,0.20236960373249863,0.32493835624157336,0.4774765770890038
13,2.0922860039605036,41.8456844240427,0.004032577787126813,0.06020780170665068,0.01321711540222168,0.7198067632850242,0.7198067632850242,0.6285714285714286,0.578005115089514,0.5217391304347826,0.09627421095042807,0.09627421095042807,0.10790250326215907,0.16421415045655363,0.6978389390202339,0.16452319388217365,0.16452319388217365,0.20026890302024877,0.3070869945500999,0.5867760301061539
14,4.847136909311468,42.737668107537665,0.004364558628627232,0.06555933611733573,0.00799185037612915,0.7196969696969696,0.7196969696969696,0.611904761904762,0.7023809523809524,0.525,0.08368176391207566,0.08368176391207566,0.1010590911406031,0.1047054073564166,0.5911586548786937,0.14517175426652304,0.14517175426652304,0.20262803147174518,0.17242732853273948,0.5092216908764958
15,11.79657981509254,71.13333690166473,0.004723964418683733,0.07254776747330376,0.01335519552230835,0.7390476190476192,0.7390476190476192,0.5942857142857144,0.6121739130434785,0.52000000000000003,0.07856050361964782,0.07856050361964782,0.09481888695101157,0.10903536858410412,0.6845274359364005,0.13061136332700107,0.13061136332700107,0.20288856044027617,0.191837329018135,0.5447645078093833
16,12.54404291841719,50.722462279456,0.005109262466430664,0.08479110054347826,0.011469515887173739,0.7094017094017095,0.7094017094017095,0.5714285714285713,0.6187290969899667,0.5244755244755245,0.0729676226858461,0.0729676226858461,0.08978116298093597,0.10076550169843544,0.5633974245734277,0.13677158164292855,0.13677158164292855,0.21034564963417823,0.1796358928622935,0.566805545248747
17,12.361013743612501,72.7172622169767,0.005504070009504046,0.08362424373626709,0.01913043430873326,0.6748971193415638,0.6748971193415638,0.5566137566137564,0.6296296296296295,0.5608465608465608,0.07313347469975776,0.07313347469975776,0.08498252082814435,0.09122598668094703,0.5026322590480342,0.14534998796190346,0.14534998796190346,0.2126634904329207,0.17549210561834994,0.45501980209801884
18,15.38101029396057,90.11082275708516,0.005930117198399135,0.10004161751788596,0.014421326773507255,0.6714285714285714,0.6714285714285714,0.5387755102040817,0.6304347826086955,0.4846938775510204,0.07055399495611088,0.07055399495611088,0.08081728850010252,0.07906952139600316,0.5413503880494875,0.14262783796638442,0.14262783796638442,0.21808816453156787,0.14066533848955318,0.5223657533360997
19,7.826288726594713,146.94298221667609,0.006362465449741908,0.1018693026374368,0.021180848280588787,0.6590038314176246,0.6590038314176246,0.5221674876847291,0.6369168356997972,0.5517241379310345,0.06960359769942182,0.06960359769942182,0.07699095445556725,0.07111215983794138,0.36593896311288665,0.14109564639479397,0.14109564639479397,0.22410595072033915,0.13571811990828725,0.4115404382369615
