nnz_grid,proposed_solve_time,l0bnb_solve_time,omp_solve_time,lasso_solve_time,enet_solve_time,proposed_f1_score,l0bnb_f1_score,omp_f1_score,lasso_f1_score,enet_f1_score,proposed_train_error,l0bnb_train_error,omp_train_error,lasso_train_error,enet_train_error,proposed_test_error,l0bnb_test_error,omp_test_error,lasso_test_error,enet_test_error
10,2.2393575350443524,49.97573313713074,0.0036481738090515135,0.10828095216017503,0.028591662645339966,0.6,0.6,0.35500000000000004,0.5153846153846154,0.48750000000000004,0.11558613245652194,0.11558613245652194,0.18230883819068933,0.14125933333424592,0.7400752751564428,0.18652405681818005,0.18652405681818005,0.3850903360493539,0.2160330512228266,0.8123490526948135
11,3.433202953899608,67.47905105352402,0.0039343595504760746,0.11207548054781827,0.029804805914560955,0.5826330532212884,0.5826330532212884,0.37142857142857144,0.45021645021645024,0.4603174603174603,0.12118878946487643,0.12118878946487643,0.17029668822373248,0.14415525835943369,0.7326419090309746,0.20699190075858717,0.20699190075858717,0.38546659899827695,0.2094761656773391,0.9043398662849362
12,4.064498207785866,48.049129533767701,0.004239785671234131,0.10682427088419597,0.03913184574672154,0.5785123966942148,0.5785123966942148,0.37727272727272726,0.5030303030303028,0.46753246753246736,0.10711900187229306,0.10711900187229306,0.1602717679449324,0.12335966407925499,0.6692095128028795,0.1774578319073342,0.1774578319073342,0.3823146625582813,0.19525411365874748,0.8177305028583287
13,4.1187617962177,30.437883567810058,0.004560780525207519,0.12020161416795519,0.04658162593841553,0.5484949832775918,0.5484949832775918,0.3695652173913043,0.5217391304347826,0.46739130434782605,0.10688615028777534,0.10688615028777534,0.15047183976952502,0.11680744301337201,0.6222475907015311,0.18662458982994104,0.18662458982994104,0.38516115221185165,0.18958721941086742,0.8403621025338995
14,4.260156059265137,70.5125830411911,0.004885637760162353,0.12288795984708346,0.05869753360748291,0.575,0.575,0.3708333333333334,0.5064102564102564,0.4333333333333333,0.09569827093293824,0.09569827093293824,0.14083359671830653,0.10683373293546167,0.5938516940225769,0.1567515592559472,0.1567515592559472,0.3820935964479132,0.1948782112647709,0.8367876945214496
15,4.415976199236784,68.331869416766697,0.005236029624938965,0.12205986181894939,0.050834325643686146,0.5163636363636364,0.5163636363636364,0.36800000000000005,0.47333333333333344,0.4553846153846154,0.09463177507068456,0.09463177507068456,0.13322214945523572,0.11571970755847436,0.553477784688239,0.19908471835739727,0.19908471835739727,0.3850472111034722,0.20470431566043257,0.8089593006421502
16,10.228377175331115,86.24047785997391,0.00559762716293335,0.14650069342719185,0.05136159488133022,0.5461538461538462,0.5461538461538462,0.3730769230769231,0.5299145299145299,0.43956043956043966,0.08832941485765274,0.08832941485765274,0.1255571283492576,0.0939276019725983,0.5425189325128912,0.17925490540112515,0.17925490540112515,0.37426975909318416,0.16588598420523565,0.8421478542595576
17,9.406784081459044,93.77186696869987,0.005980932712554931,0.13559428850809732,0.06712701585557726,0.49629629629629635,0.49629629629629635,0.3703703703703704,0.5246913580246914,0.46090534979423864,0.089023001989294,0.089023001989294,0.11859504050623915,0.09551912692205386,0.500925515238461,0.18434639435171893,0.18434639435171893,0.3751573970336586,0.19601070166199583,0.7264643224251983
18,14.90322648154365,70.807757675647736,0.00638350248336792,0.13510126537746853,0.05958799882368608,0.5396825396825398,0.5396825396825398,0.3678571428571429,0.46031746031746035,0.45454545454545453,0.08275071012801825,0.08275071012801825,0.11165090554038137,0.09683167902807303,0.48006743530904566,0.159495403327949,0.159495403327949,0.3715682856533888,0.1922411315367851,0.7379679723395133
19,13.908088624477386,123.60310864448547,0.006810224056243897,0.15556928089686803,0.0715214729309082,0.5172413793103449,0.5172413793103449,0.3620689655172414,0.4729064039408866,0.44827586206896547,0.08280042062780198,0.08280042062780198,0.1063265925853072,0.09098854898429498,0.46252834421774186,0.16771480032661074,0.16771480032661074,0.37628154421040666,0.17404481096197602,0.8422879063185155
